experiment_dir,run_dir,suite,engine,model_label,threads,ctx_size,parallel_requests,cache_type_k,cache_type_v,max_tokens,trial,prompt_id,category,mandatory,prompt_text,status,error,ttft_s,tpot_s,total_s,output_token_events,throughput_output_tok_s,generated_text
measurements/1256104-track-a1-server-sweep,measurements/1256104-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo2_v_turbo2,concurrency,tq,model-1-mandatory,24,2048,16,turbo2,turbo2,128,1,mandatory_short_capital_france,short,True,What is the capital of France?,200,,0.15123081899946555,7.13969641449997,44.81558043000405,7,0.15619567866432224,The capital of France is Paris.
measurements/1256104-track-a1-server-sweep,measurements/1256104-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo2_v_turbo2,concurrency,tq,model-1-mandatory,24,2048,16,turbo2,turbo2,128,2,mandatory_short_capital_france,short,True,What is the capital of France?,200,,23.692227020990686,3.5179868073343337,46.51526837199344,7,0.15048822128724204,The capital of France is Paris.
measurements/1256104-track-a1-server-sweep,measurements/1256104-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo2_v_turbo2,concurrency,tq,model-1-mandatory,24,2048,16,turbo2,turbo2,128,3,mandatory_short_capital_france,short,True,What is the capital of France?,200,,13.812536124009057,2.2415709711664626,31.38925025500066,7,0.22300628218683946,The capital of France is Paris.
measurements/1256104-track-a1-server-sweep,measurements/1256104-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo2_v_turbo2,concurrency,tq,model-1-mandatory,24,2048,16,turbo2,turbo2,128,2,mandatory_long_transformer_cpu,long,True,"The transformer architecture, introduced in the paper ""Attention is All You Need"" by Vaswani et al. in 2017, has become the foundation for most modern large language models. Unlike recurrent neural networks, which process sequences sequentially, transformers process all tokens in parallel using self-attention mechanisms. This allows better parallelisation during training and has proven more effective at capturing long-range dependencies in text. When deploying transformers for inference on CPU, the main bottlenecks are the model's large memory footprint and the repeated loading of weights during the decoding phase. Based on this context, what are the main challenges when running large transformer models on CPU-only systems, and how might quantisation help address these challenges?",200,,23.68442010199942,2.168931696493594,195.030563177992,80,0.41019211910386105,"Based on the context provided, the main challenges when running large transformer models on CPU-only systems are:\n\n1.  **Large Memory Footprint**: The transformer model's large memory requirements can be a significant challenge when running on CPU-only systems, as they require a lot of memory to store the model's weights and other data structures.\n\n2.  **Repeated Loading of Weights**: The repeated loading of"
measurements/1256104-track-a1-server-sweep,measurements/1256104-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo2_v_turbo2,concurrency,tq,model-1-mandatory,24,2048,16,turbo2,turbo2,128,1,mandatory_long_transformer_cpu,long,True,"The transformer architecture, introduced in the paper ""Attention is All You Need"" by Vaswani et al. in 2017, has become the foundation for most modern large language models. Unlike recurrent neural networks, which process sequences sequentially, transformers process all tokens in parallel using self-attention mechanisms. This allows better parallelisation during training and has proven more effective at capturing long-range dependencies in text. When deploying transformers for inference on CPU, the main bottlenecks are the model's large memory footprint and the repeated loading of weights during the decoding phase. Based on this context, what are the main challenges when running large transformer models on CPU-only systems, and how might quantisation help address these challenges?",200,,23.69830685200577,2.1689211803164605,195.04381124000065,80,0.4101642574116864,"Based on the context provided, the main challenges when running large transformer models on CPU-only systems are:\n\n1.  **Large Memory Footprint**: The transformer model's large memory requirements can be a significant challenge when running on CPU-only systems, as they require a lot of memory to store the model's weights and other data structures.\n\n2.  **Repeated Loading of Weights**: The repeated loading of"
measurements/1256104-track-a1-server-sweep,measurements/1256104-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo2_v_turbo2,concurrency,tq,model-1-mandatory,24,2048,16,turbo2,turbo2,128,2,mandatory_medium_ml_vs_dl,medium,True,"Explain the key differences between machine learning and deep learning, and provide an example of each.",200,,23.688180063996697,2.141180643732302,295.62071200799255,128,0.4329872529247522,Machine learning (ML) and deep learning (DL) are both subsets of artificial intelligence (AI) that enable computers to learn from data without being explicitly programmed. The main difference between ML and DL lies in the complexity of the models used and the type of tasks they can perform.\n\n**Machine Learning (ML)**\n\nMachine learning is a subset of AI that enables computers to learn from data without being explicitly programmed. It uses algorithms to analyze data and make predictions or decisions based on the data provided. ML models are typically simpler and more interpretable than DL models.\n\n**Example of Machine Learning:**\n\n1. Spam Filter: A spam filter uses
measurements/1256104-track-a1-server-sweep,measurements/1256104-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo2_v_turbo2,concurrency,tq,model-1-mandatory,24,2048,16,turbo2,turbo2,128,1,mandatory_medium_ml_vs_dl,medium,True,"Explain the key differences between machine learning and deep learning, and provide an example of each.",200,,23.703807937999954,2.141180188551258,295.63411038900085,128,0.4329676295863668,Machine learning (ML) and deep learning (DL) are both subsets of artificial intelligence (AI) that enable computers to learn from data without being explicitly programmed. The main difference between ML and DL lies in the complexity of the models used and the type of tasks they can perform.\n\n**Machine Learning (ML)**\n\nMachine learning is a subset of AI that enables computers to learn from data without being explicitly programmed. It uses algorithms to analyze data and make predictions or decisions based on the data provided. ML models are typically simpler and more interpretable than DL models.\n\n**Example of Machine Learning:**\n\n1. Spam Filter: A spam filter uses
measurements/1256104-track-a1-server-sweep,measurements/1256104-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo2_v_turbo2,concurrency,tq,model-1-mandatory,24,2048,16,turbo2,turbo2,128,3,mandatory_medium_ml_vs_dl,medium,True,"Explain the key differences between machine learning and deep learning, and provide an example of each.",200,,8.578045843998552,1.9431524486142333,255.35884297300072,128,0.5012554040023338,Machine learning (ML) and deep learning (DL) are both subsets of artificial intelligence (AI) that enable computers to learn from data without being explicitly programmed. The main difference between ML and DL lies in the complexity of the models used and the type of tasks they can perform.\n\n**Machine Learning (ML)**\n\nMachine learning is a subset of AI that enables computers to learn from data without being explicitly programmed. It uses algorithms to analyze data and make predictions or decisions based on the data provided. ML models are typically simpler and more interpretable than DL models.\n\n**Example of Machine Learning:**\n\n1. Spam Filter: A spam filter uses
measurements/1256104-track-a1-server-sweep,measurements/1256104-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo2_v_turbo2,concurrency,tq,model-1-mandatory,24,2048,16,turbo2,turbo2,128,3,mandatory_long_transformer_cpu,long,True,"The transformer architecture, introduced in the paper ""Attention is All You Need"" by Vaswani et al. in 2017, has become the foundation for most modern large language models. Unlike recurrent neural networks, which process sequences sequentially, transformers process all tokens in parallel using self-attention mechanisms. This allows better parallelisation during training and has proven more effective at capturing long-range dependencies in text. When deploying transformers for inference on CPU, the main bottlenecks are the model's large memory footprint and the repeated loading of weights during the decoding phase. Based on this context, what are the main challenges when running large transformer models on CPU-only systems, and how might quantisation help address these challenges?",200,,10.653123676005634,1.3109917159113427,114.22191206799471,80,0.7003910068707054,"Based on the context provided, the main challenges when running large transformer models on CPU-only systems are:\n\n1.  **Large Memory Footprint**: The transformer model's large memory requirements can be a significant challenge when running on CPU-only systems, as they require a lot of memory to store the model's weights and other data structures.\n\n2.  **Repeated Loading of Weights**: The repeated loading of"
measurements/1256104-track-a1-server-sweep,measurements/1256104-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo3_v_turbo3,concurrency,tq,model-1-mandatory,24,2048,16,turbo3,turbo3,128,1,mandatory_short_capital_france,short,True,What is the capital of France?,200,,0.5376773960306309,7.298918348834074,46.209162529034074,7,0.15148510851287925,The capital of France is Paris.
