arch,bench_concurrency,cache_type_k,cache_type_v,category,ctx_size,engine,experiment_dir,goodput_sla_fraction,limit_per_category,mandatory_only,max_rss_kb,max_tokens,max_vmhwm_kb,model,model_label,node,node_rank,parallel_requests,prompt_id,run_dir,runs,source_run_dir,successful_runs,suite,sweep_id,sweep_name,threads,threads_batch,throughput_output_tok_s_mean,throughput_output_tok_s_stdev,tpot_s_mean,tpot_s_stdev,trials_configured,ttft_s_mean,ttft_s_stdev,warmup_trials
arm,16,turbo3,turbo3,long,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,3,0,5083392,128,5083392,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,cna0074,,16,long_hpc_case_study,measurements/1253766-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo3_v_turbo3,3,measurements/1253766-track-a1-server-sweep,0,concurrency,arm_server,ARM server sweep,24,24,,,,,3,,,1
arm,16,turbo3,turbo3,long,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,3,0,5083392,128,5083392,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,cna0074,,16,long_memory_bound_reasoning,measurements/1253766-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo3_v_turbo3,3,measurements/1253766-track-a1-server-sweep,0,concurrency,arm_server,ARM server sweep,24,24,,,,,3,,,1
arm,16,turbo3,turbo3,long,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,3,0,5083392,128,5083392,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,cna0074,,16,mandatory_long_transformer_cpu,measurements/1253766-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo3_v_turbo3,3,measurements/1253766-track-a1-server-sweep,3,concurrency,arm_server,ARM server sweep,24,24,0.48790530835728896,0.156239043796757,1.9520901506414239,0.49775457325386124,3,19.78992736133902,7.703796539697227,1
arm,16,turbo3,turbo3,medium,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,3,0,5083392,128,5083392,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,cna0074,,16,mandatory_medium_ml_vs_dl,measurements/1253766-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo3_v_turbo3,3,measurements/1253766-track-a1-server-sweep,3,concurrency,arm_server,ARM server sweep,24,24,0.4396870462919674,0.03690821501356081,2.1522608542886807,0.11403376975868929,3,19.087883044655126,8.929178078424085,1
arm,16,turbo3,turbo3,medium,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,3,0,5083392,128,5083392,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,cna0074,,16,medium_cpu_inference_pipeline,measurements/1253766-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo3_v_turbo3,3,measurements/1253766-track-a1-server-sweep,3,concurrency,arm_server,ARM server sweep,24,24,0.4445670621327206,0.045356750755022684,2.1231769759186117,0.1643992632150488,3,20.173861976664437,7.043587297170172,1
arm,16,turbo3,turbo3,medium,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,3,0,5083392,128,5083392,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,cna0074,,16,medium_quant_tradeoff,measurements/1253766-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo3_v_turbo3,3,measurements/1253766-track-a1-server-sweep,3,concurrency,arm_server,ARM server sweep,24,24,0.6142458566504807,0.3392513727240922,1.784106859519697,0.7517162208551188,3,19.791934849995112,7.705785586135052,1
arm,16,turbo3,turbo3,short,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,3,0,5083392,128,5083392,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,cna0074,,16,mandatory_short_capital_france,measurements/1253766-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo3_v_turbo3,3,measurements/1253766-track-a1-server-sweep,3,concurrency,arm_server,ARM server sweep,24,24,0.1729642149679907,0.03954458048917271,4.389903621054449,2.5877902936078234,3,12.79511418932816,12.086899816412394,1
arm,16,turbo3,turbo3,short,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,3,0,5083392,128,5083392,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,cna0074,,16,short_cpu_quantisation,measurements/1253766-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo3_v_turbo3,3,measurements/1253766-track-a1-server-sweep,3,concurrency,arm_server,ARM server sweep,24,24,0.4294107317419583,0.019118094150710647,2.1861245245092213,0.05540148659863199,3,20.827724875998683,5.918016133271875,1
arm,16,turbo3,turbo3,short,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,3,0,5083392,128,5083392,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,cna0074,,16,short_threading_definition,measurements/1253766-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo3_v_turbo3,3,measurements/1253766-track-a1-server-sweep,3,concurrency,arm_server,ARM server sweep,24,24,0.43899477111563456,0.03571263495276099,2.161699915897627,0.09770745469643509,3,18.272427603330772,10.342541021216528,1
arm,16,turbo4,turbo4,long,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,3,0,5128768,128,5128768,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,cna0024,,16,long_hpc_case_study,measurements/1253766-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo4_v_turbo4,3,measurements/1253766-track-a1-server-sweep,0,concurrency,arm_server,ARM server sweep,24,24,,,,,3,,,1
arm,16,turbo4,turbo4,long,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,3,0,5128768,128,5128768,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,cna0024,,16,long_memory_bound_reasoning,measurements/1253766-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo4_v_turbo4,3,measurements/1253766-track-a1-server-sweep,0,concurrency,arm_server,ARM server sweep,24,24,,,,,3,,,1
arm,16,turbo4,turbo4,long,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,3,0,5128768,128,5128768,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,cna0024,,16,mandatory_long_transformer_cpu,measurements/1253766-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo4_v_turbo4,3,measurements/1253766-track-a1-server-sweep,3,concurrency,arm_server,ARM server sweep,24,24,0.5114836154096943,0.16409405976993546,1.8808017053924067,0.49433136938835626,3,17.435291567322565,5.886237087560918,1
arm,16,turbo4,turbo4,medium,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,3,0,5128768,128,5128768,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,cna0024,,16,mandatory_medium_ml_vs_dl,measurements/1253766-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo4_v_turbo4,3,measurements/1253766-track-a1-server-sweep,3,concurrency,arm_server,ARM server sweep,24,24,0.4596660496172697,0.03683248328186761,2.069675013217788,0.11292539201831542,3,16.7560933510055,7.0709292629087495,1
arm,16,turbo4,turbo4,medium,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,3,0,5128768,128,5128768,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,cna0024,,16,medium_cpu_inference_pipeline,measurements/1253766-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo4_v_turbo4,3,measurements/1253766-track-a1-server-sweep,3,concurrency,arm_server,ARM server sweep,24,24,0.46486518968664725,0.0458413954281724,2.041247755094441,0.16217587643208045,3,17.80704606467043,5.250613306033374,1
arm,16,turbo4,turbo4,medium,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,3,0,5128768,128,5128768,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,cna0024,,16,medium_quant_tradeoff,measurements/1253766-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo4_v_turbo4,3,measurements/1253766-track-a1-server-sweep,3,concurrency,arm_server,ARM server sweep,24,24,0.6442575190526458,0.3565464624737549,1.7134694253464824,0.7298720645354878,3,17.43817764466318,5.888294893571811,1
arm,16,turbo4,turbo4,short,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,3,0,5128768,128,5128768,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,cna0024,,16,mandatory_short_capital_france,measurements/1253766-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo4_v_turbo4,3,measurements/1253766-track-a1-server-sweep,3,concurrency,arm_server,ARM server sweep,24,24,0.18326380080228274,0.034363361290592045,4.144789741056027,2.2736497085960448,3,11.596038280666107,10.516706383689115,1
arm,16,turbo4,turbo4,short,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,3,0,5128768,128,5128768,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,cna0024,,16,short_cpu_quantisation,measurements/1253766-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo4_v_turbo4,3,measurements/1253766-track-a1-server-sweep,3,concurrency,arm_server,ARM server sweep,24,24,0.4486457695250581,0.017743882133982578,2.1031346272703457,0.05495880375376999,3,18.49439042999681,4.062189389583211,1
arm,16,turbo4,turbo4,short,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,3,0,5128768,128,5128768,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,cna0024,,16,short_threading_definition,measurements/1253766-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo4_v_turbo4,3,measurements/1253766-track-a1-server-sweep,3,concurrency,arm_server,ARM server sweep,24,24,0.4589374038498836,0.035567259630337515,2.0789449942966476,0.09684850753092873,3,15.949578746318972,8.467148597618362,1
arm,1,turbo3,turbo3,long,2048,tq,measurements/1253766-track-a1-server-sweep,1.0,3,0,5063360,128,5063360,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,cna0079,,1,long_hpc_case_study,measurements/1253766-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_1_n_128_k_turbo3_v_turbo3,3,measurements/1253766-track-a1-server-sweep,3,concurrency,arm_server,ARM server sweep,24,24,5.342335454450472,0.0032633377185748865,0.18706907829657207,0.00010942979272268932,3,0.20135331133496948,0.0008171871274029982,1
arm,1,turbo3,turbo3,long,2048,tq,measurements/1253766-track-a1-server-sweep,1.0,3,0,5063360,128,5063360,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,cna0079,,1,long_memory_bound_reasoning,measurements/1253766-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_1_n_128_k_turbo3_v_turbo3,3,measurements/1253766-track-a1-server-sweep,3,concurrency,arm_server,ARM server sweep,24,24,5.605535350717921,0.013285866271018729,0.1782753822467659,0.00042455227645926994,3,0.19324652700258108,0.001472330861608449,1
arm,1,turbo3,turbo3,long,2048,tq,measurements/1253766-track-a1-server-sweep,1.0,3,0,5063360,128,5063360,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,cna0079,,1,mandatory_long_transformer_cpu,measurements/1253766-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_1_n_128_k_turbo3_v_turbo3,3,measurements/1253766-track-a1-server-sweep,3,concurrency,arm_server,ARM server sweep,24,24,6.1200689215636395,0.006469512934559208,0.16329715643565446,0.00016855975730443835,3,0.17563603566183397,0.0007635326202893722,1
arm,1,turbo3,turbo3,medium,2048,tq,measurements/1253766-track-a1-server-sweep,1.0,3,0,5063360,128,5063360,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,cna0079,,1,mandatory_medium_ml_vs_dl,measurements/1253766-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_1_n_128_k_turbo3_v_turbo3,3,measurements/1253766-track-a1-server-sweep,3,concurrency,arm_server,ARM server sweep,24,24,7.0183303297363535,0.005372640332204503,0.14239571515213773,0.00010840819641406474,3,0.15325926201573262,0.0002710598097219647,1
arm,1,turbo3,turbo3,medium,2048,tq,measurements/1253766-track-a1-server-sweep,1.0,3,0,5063360,128,5063360,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,cna0079,,1,medium_cpu_inference_pipeline,measurements/1253766-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_1_n_128_k_turbo3_v_turbo3,3,measurements/1253766-track-a1-server-sweep,3,concurrency,arm_server,ARM server sweep,24,24,6.560644002800547,0.0006182022761922441,0.15234380926769728,1.4473065118872388e-05,3,0.162175829008144,0.000363050941361592,1
arm,1,turbo3,turbo3,medium,2048,tq,measurements/1253766-track-a1-server-sweep,1.0,3,0,5063360,128,5063360,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,cna0079,,1,medium_quant_tradeoff,measurements/1253766-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_1_n_128_k_turbo3_v_turbo3,3,measurements/1253766-track-a1-server-sweep,3,concurrency,arm_server,ARM server sweep,24,24,6.64708438976292,0.004346052206760614,0.150358732013118,9.782369191295755e-05,3,0.16058211933705024,0.0005141227497014974,1
