arch,cache_type_k,cache_type_v,category,ctx_size,engine,experiment_dir,goodput_sla_fraction_mean,max_tokens,max_vmhwm_kb,model,model_label,parallel_requests,prompt_id,replica_count,source,successful_runs,suite,threads,threads_batch,total_throughput_output_tok_s_mean,tpot_s_mean_across_replicas,ttft_s_mean_across_replicas
unknown,f16,f16,long,2048,vanilla-blis,measurements/1254637-track-a1-vanilla-blas-sweep,1.0,128,5777088.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,1,long_hpc_case_study,1,measurements/organized_a1_results/blas_server/a1_server_scaling_summary.csv,3,concurrency,24,24,7.293745384948649,0.13645206743043425,0.2194232476661758
unknown,f16,f16,long,2048,vanilla-blis,measurements/1254637-track-a1-vanilla-blas-sweep,1.0,128,5777088.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,1,long_memory_bound_reasoning,1,measurements/organized_a1_results/blas_server/a1_server_scaling_summary.csv,3,concurrency,24,24,7.3207066500105435,0.13587288770077902,0.22836433266638778
unknown,f16,f16,long,2048,vanilla-blis,measurements/1254637-track-a1-vanilla-blas-sweep,1.0,128,5777088.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,1,mandatory_long_transformer_cpu,1,measurements/organized_a1_results/blas_server/a1_server_scaling_summary.csv,3,concurrency,24,24,7.495512908746738,0.13284770417588782,0.20477371399950547
unknown,f16,f16,medium,2048,vanilla-blis,measurements/1254637-track-a1-vanilla-blas-sweep,1.0,128,5777088.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,1,mandatory_medium_ml_vs_dl,1,measurements/organized_a1_results/blas_server/a1_server_scaling_summary.csv,3,concurrency,24,24,7.667579201903531,0.13001964382683368,0.18072094499560384
unknown,f16,f16,medium,2048,vanilla-blis,measurements/1254637-track-a1-vanilla-blas-sweep,1.0,128,5777088.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,1,medium_cpu_inference_pipeline,1,measurements/organized_a1_results/blas_server/a1_server_scaling_summary.csv,3,concurrency,24,24,7.614099279850886,0.1308868492703232,0.1878337850018094
unknown,f16,f16,medium,2048,vanilla-blis,measurements/1254637-track-a1-vanilla-blas-sweep,1.0,128,5777088.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,1,medium_quant_tradeoff,1,measurements/organized_a1_results/blas_server/a1_server_scaling_summary.csv,3,concurrency,24,24,7.6185120856878825,0.1307389044908384,0.19687668766709976
unknown,f16,f16,short,2048,vanilla-blis,measurements/1254637-track-a1-vanilla-blas-sweep,1.0,128,5777088.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,1,mandatory_short_capital_france,1,measurements/organized_a1_results/blas_server/a1_server_scaling_summary.csv,3,concurrency,24,24,3.20679748176127,0.1289950773352757,1.2796783976567287
unknown,f16,f16,short,2048,vanilla-blis,measurements/1254637-track-a1-vanilla-blas-sweep,0.0,128,5777088.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,1,short_cpu_quantisation,1,measurements/organized_a1_results/blas_server/a1_server_scaling_summary.csv,3,concurrency,24,24,5.000700510211772,0.13032500451441983,9.045233042008476
unknown,f16,f16,short,2048,vanilla-blis,measurements/1254637-track-a1-vanilla-blas-sweep,1.0,128,5777088.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,1,short_threading_definition,1,measurements/organized_a1_results/blas_server/a1_server_scaling_summary.csv,3,concurrency,24,24,7.66783764361719,0.1301671803910273,0.16140399567666464
unknown,f16,f16,long,2048,vanilla-blis,measurements/1254637-track-a1-vanilla-blas-sweep,0.0,128,5876608.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,16,long_hpc_case_study,1,measurements/organized_a1_results/blas_server/a1_server_scaling_summary.csv,0,concurrency,24,24,,,
unknown,f16,f16,long,2048,vanilla-blis,measurements/1254637-track-a1-vanilla-blas-sweep,0.0,128,5876608.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,16,long_memory_bound_reasoning,1,measurements/organized_a1_results/blas_server/a1_server_scaling_summary.csv,0,concurrency,24,24,,,
unknown,f16,f16,long,2048,vanilla-blis,measurements/1254637-track-a1-vanilla-blas-sweep,0.0,128,5876608.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,16,mandatory_long_transformer_cpu,1,measurements/organized_a1_results/blas_server/a1_server_scaling_summary.csv,3,concurrency,24,24,0.5150517602257452,1.8901787612911163,18.222317306674086
unknown,f16,f16,medium,2048,vanilla-blis,measurements/1254637-track-a1-vanilla-blas-sweep,0.0,128,5876608.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,16,mandatory_medium_ml_vs_dl,1,measurements/organized_a1_results/blas_server/a1_server_scaling_summary.csv,3,concurrency,24,24,0.4627471462023063,2.0593275061233784,16.824852878334543
unknown,f16,f16,medium,2048,vanilla-blis,measurements/1254637-track-a1-vanilla-blas-sweep,0.0,128,5876608.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,16,medium_cpu_inference_pipeline,1,measurements/organized_a1_results/blas_server/a1_server_scaling_summary.csv,3,concurrency,24,24,0.4683365884516363,2.0278452409973236,18.219786651665345
unknown,f16,f16,medium,2048,vanilla-blis,measurements/1254637-track-a1-vanilla-blas-sweep,0.0,128,5876608.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,16,medium_quant_tradeoff,1,measurements/organized_a1_results/blas_server/a1_server_scaling_summary.csv,3,concurrency,24,24,0.6597970901673729,1.7008098979370412,18.225292780000018
unknown,f16,f16,short,2048,vanilla-blis,measurements/1254637-track-a1-vanilla-blas-sweep,0.0,128,5876608.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,16,mandatory_short_capital_france,1,measurements/organized_a1_results/blas_server/a1_server_scaling_summary.csv,3,concurrency,24,24,0.15201610466711749,4.998033916445113,14.204320817332095
unknown,f16,f16,short,2048,vanilla-blis,measurements/1254637-track-a1-vanilla-blas-sweep,0.0,128,5876608.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,16,short_cpu_quantisation,1,measurements/organized_a1_results/blas_server/a1_server_scaling_summary.csv,3,concurrency,24,24,0.4463471655548792,2.093909638293935,21.14294413299649
unknown,f16,f16,short,2048,vanilla-blis,measurements/1254637-track-a1-vanilla-blas-sweep,0.0,128,5876608.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,16,short_threading_definition,1,measurements/organized_a1_results/blas_server/a1_server_scaling_summary.csv,3,concurrency,24,24,0.4619147388871752,2.0688213908897737,16.021979684000446
unknown,f16,f16,long,2048,vanilla-blis,measurements/1254637-track-a1-vanilla-blas-sweep,0.0,128,5797504.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,2,long_hpc_case_study,1,measurements/organized_a1_results/blas_server/a1_server_scaling_summary.csv,3,concurrency,24,24,3.872572084794026,0.25680569208921006,0.4381767583351272
unknown,f16,f16,long,2048,vanilla-blis,measurements/1254637-track-a1-vanilla-blas-sweep,0.0,128,5797504.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,2,long_memory_bound_reasoning,1,measurements/organized_a1_results/blas_server/a1_server_scaling_summary.csv,3,concurrency,24,24,3.873448802764629,0.2568462990786424,0.44796870467447053
unknown,f16,f16,long,2048,vanilla-blis,measurements/1254637-track-a1-vanilla-blas-sweep,0.0,128,5797504.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,2,mandatory_long_transformer_cpu,1,measurements/organized_a1_results/blas_server/a1_server_scaling_summary.csv,3,concurrency,24,24,3.9917211072103287,0.24919315914698606,0.41823918200680055
unknown,f16,f16,medium,2048,vanilla-blis,measurements/1254637-track-a1-vanilla-blas-sweep,0.0,128,5797504.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,2,mandatory_medium_ml_vs_dl,1,measurements/organized_a1_results/blas_server/a1_server_scaling_summary.csv,3,concurrency,24,24,4.062924520669952,0.2450121242572551,0.38724083301106776
unknown,f16,f16,medium,2048,vanilla-blis,measurements/1254637-track-a1-vanilla-blas-sweep,0.0,128,5797504.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,2,medium_cpu_inference_pipeline,1,measurements/organized_a1_results/blas_server/a1_server_scaling_summary.csv,3,concurrency,24,24,4.061080081637414,0.24513495217316988,0.38539356433708843
unknown,f16,f16,medium,2048,vanilla-blis,measurements/1254637-track-a1-vanilla-blas-sweep,0.0,128,5797504.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,2,medium_quant_tradeoff,1,measurements/organized_a1_results/blas_server/a1_server_scaling_summary.csv,3,concurrency,24,24,4.000580839937736,0.24877126833335056,0.4004012049990706
unknown,f16,f16,short,2048,vanilla-blis,measurements/1254637-track-a1-vanilla-blas-sweep,0.0,128,5797504.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,2,mandatory_short_capital_france,1,measurements/organized_a1_results/blas_server/a1_server_scaling_summary.csv,3,concurrency,24,24,2.171946421777855,0.2465771269991011,1.497417709324509
unknown,f16,f16,short,2048,vanilla-blis,measurements/1254637-track-a1-vanilla-blas-sweep,0.0,128,5797504.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,2,short_cpu_quantisation,1,measurements/organized_a1_results/blas_server/a1_server_scaling_summary.csv,3,concurrency,24,24,3.4875834532535643,0.2585343940025703,4.014159852997788
