arch,cache_type_k,cache_type_v,category,ctx_size,engine,experiment_dir,goodput_sla_fraction_mean,max_tokens,max_vmhwm_kb,model,model_label,parallel_requests,prompt_id,replica_count,source,successful_runs,suite,threads,threads_batch,total_throughput_output_tok_s_mean,tpot_s_mean_across_replicas,ttft_s_mean_across_replicas
unknown,turbo3,turbo3,long,2048,tq,measurements/1253766-track-a1-server-sweep,1.0,128,5063360.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,1,long_hpc_case_study,1,measurements/organized_a1_results/arm_server/a1_server_scaling_summary.csv,3,concurrency,24,24,5.342335454450472,0.18706907829657207,0.20135331133496948
unknown,turbo3,turbo3,long,2048,tq,measurements/1253766-track-a1-server-sweep,1.0,128,5063360.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,1,long_memory_bound_reasoning,1,measurements/organized_a1_results/arm_server/a1_server_scaling_summary.csv,3,concurrency,24,24,5.605535350717921,0.1782753822467659,0.19324652700258108
unknown,turbo3,turbo3,long,2048,tq,measurements/1253766-track-a1-server-sweep,1.0,128,5063360.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,1,mandatory_long_transformer_cpu,1,measurements/organized_a1_results/arm_server/a1_server_scaling_summary.csv,3,concurrency,24,24,6.1200689215636395,0.16329715643565446,0.17563603566183397
unknown,turbo3,turbo3,medium,2048,tq,measurements/1253766-track-a1-server-sweep,1.0,128,5063360.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,1,mandatory_medium_ml_vs_dl,1,measurements/organized_a1_results/arm_server/a1_server_scaling_summary.csv,3,concurrency,24,24,7.0183303297363535,0.14239571515213773,0.15325926201573262
unknown,turbo3,turbo3,medium,2048,tq,measurements/1253766-track-a1-server-sweep,1.0,128,5063360.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,1,medium_cpu_inference_pipeline,1,measurements/organized_a1_results/arm_server/a1_server_scaling_summary.csv,3,concurrency,24,24,6.560644002800547,0.15234380926769728,0.162175829008144
unknown,turbo3,turbo3,medium,2048,tq,measurements/1253766-track-a1-server-sweep,1.0,128,5063360.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,1,medium_quant_tradeoff,1,measurements/organized_a1_results/arm_server/a1_server_scaling_summary.csv,3,concurrency,24,24,6.64708438976292,0.150358732013118,0.16058211933705024
unknown,turbo3,turbo3,short,2048,tq,measurements/1253766-track-a1-server-sweep,1.0,128,5063360.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,1,mandatory_short_capital_france,1,measurements/organized_a1_results/arm_server/a1_server_scaling_summary.csv,3,concurrency,24,24,3.231057904045593,0.1306604017768728,1.2510418883272603
unknown,turbo3,turbo3,short,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,128,5063360.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,1,short_cpu_quantisation,1,measurements/organized_a1_results/arm_server/a1_server_scaling_summary.csv,3,concurrency,24,24,5.815715427139056,0.1445435172729402,3.651875667991893
unknown,turbo3,turbo3,short,2048,tq,measurements/1253766-track-a1-server-sweep,1.0,128,5063360.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,1,short_threading_definition,1,measurements/organized_a1_results/arm_server/a1_server_scaling_summary.csv,3,concurrency,24,24,6.978677537628734,0.1432149343937666,0.1528635669965297
unknown,turbo4,turbo4,long,2048,tq,measurements/1253766-track-a1-server-sweep,1.0,128,5105600.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,1,long_hpc_case_study,1,measurements/organized_a1_results/arm_server/a1_server_scaling_summary.csv,3,concurrency,24,24,5.807594035091512,0.17204277340158958,0.19025507466479516
unknown,turbo4,turbo4,long,2048,tq,measurements/1253766-track-a1-server-sweep,1.0,128,5105600.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,1,long_memory_bound_reasoning,1,measurements/organized_a1_results/arm_server/a1_server_scaling_summary.csv,3,concurrency,24,24,6.0333011440165665,0.16559345103680215,0.1848780376603827
unknown,turbo4,turbo4,long,2048,tq,measurements/1253766-track-a1-server-sweep,1.0,128,5105600.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,1,mandatory_long_transformer_cpu,1,measurements/organized_a1_results/arm_server/a1_server_scaling_summary.csv,3,concurrency,24,24,6.4974873157827515,0.15379260534372027,0.16791240067686886
unknown,turbo4,turbo4,medium,2048,tq,measurements/1253766-track-a1-server-sweep,1.0,128,5105600.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,1,mandatory_medium_ml_vs_dl,1,measurements/organized_a1_results/arm_server/a1_server_scaling_summary.csv,3,concurrency,24,24,7.235071813916576,0.138104432448867,0.151933269672251
unknown,turbo4,turbo4,medium,2048,tq,measurements/1253766-track-a1-server-sweep,1.0,128,5105600.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,1,medium_cpu_inference_pipeline,1,measurements/organized_a1_results/arm_server/a1_server_scaling_summary.csv,3,concurrency,24,24,6.876917504880927,0.14530347001833874,0.1590831673335439
unknown,turbo4,turbo4,medium,2048,tq,measurements/1253766-track-a1-server-sweep,1.0,128,5105600.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,1,medium_quant_tradeoff,1,measurements/organized_a1_results/arm_server/a1_server_scaling_summary.csv,3,concurrency,24,24,6.95283802621962,0.14371229146704692,0.1579059380067823
unknown,turbo4,turbo4,short,2048,tq,measurements/1253766-track-a1-server-sweep,1.0,128,5105600.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,1,mandatory_short_capital_france,1,measurements/organized_a1_results/arm_server/a1_server_scaling_summary.csv,3,concurrency,24,24,3.2586206708296874,0.13006087544393571,1.237362784333527
unknown,turbo4,turbo4,short,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,128,5105600.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,1,short_cpu_quantisation,1,measurements/organized_a1_results/arm_server/a1_server_scaling_summary.csv,3,concurrency,24,24,6.004789480558776,0.13954550473219923,3.593631722343465
unknown,turbo4,turbo4,short,2048,tq,measurements/1253766-track-a1-server-sweep,1.0,128,5105600.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,1,short_threading_definition,1,measurements/organized_a1_results/arm_server/a1_server_scaling_summary.csv,3,concurrency,24,24,7.2123082386275055,0.1385459261075557,0.1517260586745882
unknown,turbo3,turbo3,long,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,128,5083392.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,16,long_hpc_case_study,1,measurements/organized_a1_results/arm_server/a1_server_scaling_summary.csv,0,concurrency,24,24,,,
unknown,turbo3,turbo3,long,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,128,5083392.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,16,long_memory_bound_reasoning,1,measurements/organized_a1_results/arm_server/a1_server_scaling_summary.csv,0,concurrency,24,24,,,
unknown,turbo3,turbo3,long,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,128,5083392.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,16,mandatory_long_transformer_cpu,1,measurements/organized_a1_results/arm_server/a1_server_scaling_summary.csv,3,concurrency,24,24,0.48790530835728896,1.9520901506414239,19.78992736133902
unknown,turbo3,turbo3,medium,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,128,5083392.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,16,mandatory_medium_ml_vs_dl,1,measurements/organized_a1_results/arm_server/a1_server_scaling_summary.csv,3,concurrency,24,24,0.4396870462919674,2.1522608542886807,19.087883044655126
unknown,turbo3,turbo3,medium,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,128,5083392.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,16,medium_cpu_inference_pipeline,1,measurements/organized_a1_results/arm_server/a1_server_scaling_summary.csv,3,concurrency,24,24,0.4445670621327206,2.1231769759186117,20.173861976664437
unknown,turbo3,turbo3,medium,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,128,5083392.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,16,medium_quant_tradeoff,1,measurements/organized_a1_results/arm_server/a1_server_scaling_summary.csv,3,concurrency,24,24,0.6142458566504807,1.784106859519697,19.791934849995112
unknown,turbo3,turbo3,short,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,128,5083392.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,16,mandatory_short_capital_france,1,measurements/organized_a1_results/arm_server/a1_server_scaling_summary.csv,3,concurrency,24,24,0.1729642149679907,4.389903621054449,12.79511418932816
unknown,turbo3,turbo3,short,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,128,5083392.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,16,short_cpu_quantisation,1,measurements/organized_a1_results/arm_server/a1_server_scaling_summary.csv,3,concurrency,24,24,0.4294107317419583,2.1861245245092213,20.827724875998683
unknown,turbo3,turbo3,short,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,128,5083392.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,16,short_threading_definition,1,measurements/organized_a1_results/arm_server/a1_server_scaling_summary.csv,3,concurrency,24,24,0.43899477111563456,2.161699915897627,18.272427603330772
unknown,turbo4,turbo4,long,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,128,5128768.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,16,long_hpc_case_study,1,measurements/organized_a1_results/arm_server/a1_server_scaling_summary.csv,0,concurrency,24,24,,,
unknown,turbo4,turbo4,long,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,128,5128768.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,16,long_memory_bound_reasoning,1,measurements/organized_a1_results/arm_server/a1_server_scaling_summary.csv,0,concurrency,24,24,,,
unknown,turbo4,turbo4,long,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,128,5128768.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,16,mandatory_long_transformer_cpu,1,measurements/organized_a1_results/arm_server/a1_server_scaling_summary.csv,3,concurrency,24,24,0.5114836154096943,1.8808017053924067,17.435291567322565
unknown,turbo4,turbo4,medium,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,128,5128768.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,16,mandatory_medium_ml_vs_dl,1,measurements/organized_a1_results/arm_server/a1_server_scaling_summary.csv,3,concurrency,24,24,0.4596660496172697,2.069675013217788,16.7560933510055
unknown,turbo4,turbo4,medium,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,128,5128768.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,16,medium_cpu_inference_pipeline,1,measurements/organized_a1_results/arm_server/a1_server_scaling_summary.csv,3,concurrency,24,24,0.46486518968664725,2.041247755094441,17.80704606467043
unknown,turbo4,turbo4,medium,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,128,5128768.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,16,medium_quant_tradeoff,1,measurements/organized_a1_results/arm_server/a1_server_scaling_summary.csv,3,concurrency,24,24,0.6442575190526458,1.7134694253464824,17.43817764466318
unknown,turbo4,turbo4,short,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,128,5128768.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,16,mandatory_short_capital_france,1,measurements/organized_a1_results/arm_server/a1_server_scaling_summary.csv,3,concurrency,24,24,0.18326380080228274,4.144789741056027,11.596038280666107
unknown,turbo4,turbo4,short,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,128,5128768.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,16,short_cpu_quantisation,1,measurements/organized_a1_results/arm_server/a1_server_scaling_summary.csv,3,concurrency,24,24,0.4486457695250581,2.1031346272703457,18.49439042999681
unknown,turbo4,turbo4,short,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,128,5128768.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,16,short_threading_definition,1,measurements/organized_a1_results/arm_server/a1_server_scaling_summary.csv,3,concurrency,24,24,0.4589374038498836,2.0789449942966476,15.949578746318972
unknown,turbo3,turbo3,long,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,128,5073536.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,2,long_hpc_case_study,1,measurements/organized_a1_results/arm_server/a1_server_scaling_summary.csv,3,concurrency,24,24,3.091171351229327,0.3225838746666794,0.4392223669989714
unknown,turbo3,turbo3,long,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,128,5073536.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,2,long_memory_bound_reasoning,1,measurements/organized_a1_results/arm_server/a1_server_scaling_summary.csv,3,concurrency,24,24,3.0916081438972633,0.32243280356953924,0.4662115363353223
unknown,turbo3,turbo3,long,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,128,5073536.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,2,mandatory_long_transformer_cpu,1,measurements/organized_a1_results/arm_server/a1_server_scaling_summary.csv,3,concurrency,24,24,3.5506496910587586,0.2807917542493555,0.389204636667273
unknown,turbo3,turbo3,medium,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,128,5073536.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,2,mandatory_medium_ml_vs_dl,1,measurements/organized_a1_results/arm_server/a1_server_scaling_summary.csv,3,concurrency,24,24,3.7362155190614916,0.26684341688977364,0.3712670309978421
unknown,turbo3,turbo3,medium,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,128,5073536.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,2,medium_cpu_inference_pipeline,1,measurements/organized_a1_results/arm_server/a1_server_scaling_summary.csv,3,concurrency,24,24,3.7301129518664196,0.2673063182204776,0.3673825126667604
unknown,turbo3,turbo3,medium,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,128,5073536.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,2,medium_quant_tradeoff,1,measurements/organized_a1_results/arm_server/a1_server_scaling_summary.csv,3,concurrency,24,24,3.57350236956988,0.278986252459319,0.38692989966633223
unknown,turbo3,turbo3,short,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,128,5073536.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,2,mandatory_short_capital_france,1,measurements/organized_a1_results/arm_server/a1_server_scaling_summary.csv,3,concurrency,24,24,2.133646026799326,0.26195941488872954,1.4649707180008893
unknown,turbo3,turbo3,short,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,128,5073536.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,2,short_cpu_quantisation,1,measurements/organized_a1_results/arm_server/a1_server_scaling_summary.csv,3,concurrency,24,24,3.4675340964693357,0.275469019585307,1.9345055096673605
unknown,turbo3,turbo3,short,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,128,5073536.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,2,short_threading_definition,1,measurements/organized_a1_results/arm_server/a1_server_scaling_summary.csv,3,concurrency,24,24,3.5229300316808048,0.2617137447873944,3.0946355699998094
unknown,turbo4,turbo4,long,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,128,5096256.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,2,long_hpc_case_study,1,measurements/organized_a1_results/arm_server/a1_server_scaling_summary.csv,3,concurrency,24,24,3.344400093977594,0.2981039769265384,0.4137674413213972
unknown,turbo4,turbo4,long,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,128,5096256.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,2,long_memory_bound_reasoning,1,measurements/organized_a1_results/arm_server/a1_server_scaling_summary.csv,3,concurrency,24,24,3.343669547292315,0.298107995099759,0.43850578199878026
unknown,turbo4,turbo4,long,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,128,5096256.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,2,mandatory_long_transformer_cpu,1,measurements/organized_a1_results/arm_server/a1_server_scaling_summary.csv,3,concurrency,24,24,3.718246587534229,0.26807847497630327,0.3786290726760247
unknown,turbo4,turbo4,medium,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,128,5096256.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,2,mandatory_medium_ml_vs_dl,1,measurements/organized_a1_results/arm_server/a1_server_scaling_summary.csv,3,concurrency,24,24,3.870396978119546,0.25757237050127424,0.359884056999969
unknown,turbo4,turbo4,medium,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,128,5096256.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,2,medium_cpu_inference_pipeline,1,measurements/organized_a1_results/arm_server/a1_server_scaling_summary.csv,3,concurrency,24,24,3.8653929945332277,0.2578959797585097,0.36087096367070143
