experiment_dir,run_dir,suite,engine,node_count,node_rank,node,model,model_label,threads,ctx_size,parallel_requests,cache_type_k,cache_type_v,max_tokens,trial,prompt_id,category,mandatory,prompt_text,status,error,ttft_s,tpot_s,total_s,output_token_events,throughput_output_tok_s,generated_text
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo2_v_turbo2,concurrency,tq,,,cna1544,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,2048,16,turbo2,turbo2,128,1,long_hpc_case_study,long,False,"A university research group wants to deploy local language model inference on a CPU-only HPC system. The cluster has separate ARM and x86 partitions, batch scheduling through SLURM, shared filesystems, and no GPU access for the assignment. The group selects llama.cpp because it supports GGUF models, HTTP serving, quantised weights, and configurable thread counts. They plan to benchmark three required report models: a mandatory Llama 3.1 8B Q4 model, a smaller TinyLlama 1.1B Q4 model, and a Qwen2.5 1.5B Q4 model. They may also run optional appendix experiments with GPT-OSS 20B Q4 and SmolLM2 360M Q4. They will measure TTFT, TPOT, throughput, memory high-water mark, CPU utilisation, and goodput against a latency SLA. The workload includes short factual prompts, medium explanatory prompts, and long context-heavy prompts. The team must compare model size, thread counts, context sizes, decode lengths, KV-cache modes, and concurrent requests. They also need to measure memory bandwidth using a STREAM-like triad and build a simple model that predicts a lower bound on TPOT from model size divided by bandwidth. Discuss how this team should structure the experiment, what pitfalls they must avoid, and how they should interpret results when observed TPOT is much larger than the bandwidth lower bound.",,HTTP Error 400: Bad Request,,,0.035804789018584415,0,0.0,
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo2_v_turbo2,concurrency,tq,,,cna1544,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,2048,16,turbo2,turbo2,128,1,long_memory_bound_reasoning,long,False,"Consider a transformer decoder running autoregressive inference. During each decode step, the model consumes the previous token, reads model weights, performs matrix-vector operations, updates attention state, samples the next token, and streams it back to the user. On a CPU-only node, the arithmetic units may be capable of more operations per second than the memory subsystem can feed when the batch size is small. This means the model can become memory-bandwidth bound: the time per output token is dominated by moving weights and intermediate data rather than by floating-point arithmetic alone. Quantisation reduces the number of bytes used for weights and sometimes for the KV cache, but it can add dequantisation work or reduce kernel efficiency. Threading can improve throughput until the memory channels are saturated, after which extra threads mostly add contention. Context length affects prefill and KV-cache memory, while decode length tests whether TPOT remains stable over time. Explain this performance story carefully. Identify which measurements would support or refute the claim that decoding is memory-bound, and describe how you would use throughput, TPOT, memory, CPU utilisation, and a predicted-versus-observed TPOT plot to justify the conclusion.",,HTTP Error 400: Bad Request,,,0.03545292801572941,0,0.0,
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo2_v_turbo2,concurrency,tq,,,cna1544,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,2048,16,turbo2,turbo2,128,1,long_quantisation_evaluation,long,False,"A benchmark compares Q8_0, Q5_K_M, Q4_K_M, and Q2_K versions of the same instruction-tuned language model. The Q8_0 model has the largest file size and usually preserves quality best. Q5_K_M and Q4_K_M reduce memory substantially while often keeping acceptable qualitative behavior. Q2_K is much smaller, but it may produce less reliable answers, especially for reasoning-heavy prompts. On a CPU-only inference server, smaller models can improve cache residency and reduce memory traffic, but actual throughput depends on kernel implementation, vectorization, dequantisation overhead, and batch shape. A careful report should not claim that lower precision is always faster or always better. It should show memory usage, TTFT, TPOT, throughput, and representative generated outputs for fixed prompts. It should also describe whether output quality was judged qualitatively or with an automated metric. Given this scenario, write an evaluation plan and explain how to decide which quantisation level is the best deployment choice under memory-limited and latency-limited conditions.",200,,1.597652782977093,1.5714167110039852,9.455207598977722,6,0.634570942752088,**Evaluation Plan: Quantization
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo2_v_turbo2,concurrency,tq,,,cna1544,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,2048,16,turbo2,turbo2,128,1,mandatory_short_capital_france,short,True,What is the capital of France?,200,,1.6125441520125605,1.5505560163340608,12.36598844101536,7,0.5660687807844365,The capital of France is Paris.
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo2_v_turbo2,concurrency,tq,,,cna1544,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,2048,16,turbo2,turbo2,128,1,long_concurrency_server,long,False,"An HTTP inference server receives user prompts and serves streaming responses. With one request at a time, latency is easiest to reason about: TTFT mainly reflects prompt processing and scheduling overhead, while TPOT reflects per-token decode cost. With multiple concurrent requests, the server may batch work across requests, interleave decode steps, and keep hardware busier. This can increase total generated tokens per second, but it can also increase per-request latency because each request waits behind others. On CPU-only nodes, concurrency can add cache pressure, memory bandwidth contention, lock contention, and more variable scheduling. A useful benchmark therefore reports both total throughput and per-request metrics such as TTFT, TPOT, and goodput. The goodput definition should use a clear SLA, such as TTFT below two seconds and TPOT below two hundred milliseconds, and should report the fraction of requests meeting that target. Explain how to design and interpret a concurrency benchmark for an LLM server. Include what raw data should be logged and how the results should be plotted.",200,,1.595843880000757,1.4591314099223103,20.56506143999286,14,0.6807662617906995,Designing and Interpreting a Concurrency Benchmark for an LLM
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo2_v_turbo2,concurrency,tq,,,cna1544,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,2048,16,turbo2,turbo2,128,1,mandatory_long_transformer_cpu,long,True,"The transformer architecture, introduced in the paper ""Attention is All You Need"" by Vaswani et al. in 2017, has become the foundation for most modern large language models. Unlike recurrent neural networks, which process sequences sequentially, transformers process all tokens in parallel using self-attention mechanisms. This allows better parallelisation during training and has proven more effective at capturing long-range dependencies in text. When deploying transformers for inference on CPU, the main bottlenecks are the model's large memory footprint and the repeated loading of weights during the decoding phase. Based on this context, what are the main challenges when running large transformer models on CPU-only systems, and how might quantisation help address these challenges?",200,,1.601067809999222,1.2830467896581674,102.96223675500369,80,0.7769838974104476,"Based on the context, the main challenges when running large transformer models on CPU-only systems are:\n\n1. **Memory Footprint**: Large transformer models require a significant amount of memory to store the model weights, input data, and intermediate results. This can be a bottleneck on systems with limited memory.\n2. **Repeated Loading of Weights**: During the inference phase, the model weights need to be loaded"
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo2_v_turbo2,concurrency,tq,,,cna1544,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,2048,16,turbo2,turbo2,128,1,medium_quant_tradeoff,medium,False,"A model is available in Q8_0, Q5_K_M, Q4_K_M, and Q2_K quantisation formats. Write a short analysis of the expected trade-offs between memory footprint, throughput, and output quality. Explain why the smallest model is not always the best choice for a production CPU inference service.",200,,1.6019435209746007,1.2407861676850396,159.1825557689881,128,0.8041082101091439,"The model is available in various quantization formats, which typically trade off between memory footprint, throughput, and output quality. \n\n- Q8_0: This is the highest precision model, which means it has the highest memory footprint and the lowest throughput. However, it also has the highest output quality. \n\n- Q5_K_M: This model has a lower memory footprint and higher throughput than Q8_0. However, it also has a lower output quality. \n\n- Q4_K_M: This model has a lower memory footprint and higher throughput than Q5_K_M. However, it also has a lower output quality. \n\n"
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo2_v_turbo2,concurrency,tq,,,cna1544,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,2048,16,turbo2,turbo2,128,1,medium_cpu_inference_pipeline,medium,False,"A team is deploying a quantised chat model on a CPU-only cluster node. The server accepts HTTP requests, tokenizes the prompt, evaluates the prompt, and then generates one token at a time. Explain the main stages of this inference pipeline, what TTFT and TPOT measure, and which parts of the pipeline are most sensitive to prompt length, output length, and thread count.",200,,1.6051462780160364,1.240783926267516,159.18604619801044,128,0.8040905786477143,The main stages of the pipeline are:\n\n1. **Tokenization**: The server accepts HTTP requests and tokenizes the input prompts.\n2. **Tokenization**: The input is tokenized into a sequence of tokens.\n3. **Tokenization**: The input is broken down into a sequence of tokens.\n4. **Model Evaluation**: The tokenized input is passed through a quantized chat model.\n5. **Token Generation**: The model generates one token at a time.\n\nThe Time to First Token (TTFT) is the time it takes for the model to generate the first token. The Throughput Throughput (TPOT) is the
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo2_v_turbo2,concurrency,tq,,,cna1544,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,2048,16,turbo2,turbo2,128,1,mandatory_medium_ml_vs_dl,medium,True,"Explain the key differences between machine learning and deep learning, and provide an example of each.",200,,1.6048551670101006,1.240776288456707,159.18746344101964,128,0.8040834198443342,"Machine learning, deep learning, and artificial intelligence are all related but distinct concepts in the field of artificial intelligence.\n\nMachine learning is a subset of artificial intelligence that enables computers to learn from data without being explicitly programmed. It involves the use of algorithms to identify patterns in data, make predictions, and classify objects. Machine learning is a broad term that encompasses a wide range of techniques and algorithms.\n\nDeep learning is a subset of machine learning that involves the use of artificial neural networks to analyze and interpret data. It is a type of machine learning that is particularly well-suited to image and speech recognition and natural language processing.\n\nHere are some key differences between"
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo2_v_turbo2,concurrency,tq,,,cna1544,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,2048,16,turbo2,turbo2,128,1,short_threading_definition,short,False,Define thread parallelism for CPU inference. Explain why using more threads can improve throughput at first but eventually stop helping.,200,,1.6080502230033744,1.2407812658739992,159.19069598798524,128,0.8040670920218898,"**Thread Parallelism for CPU Inference**\n\nThread parallelism is a technique used to improve the throughput of CPU inference by executing multiple inference tasks concurrently. This is achieved by dividing the inference workload into smaller, independent tasks, called threads, which can be executed simultaneously.\n\n**Why Thread Parallelism Helps Initially**\n\nWhen the number of threads is increased, the inference throughput increases because:\n\n1.  **More Processing Units (CPUs)**: Modern CPUs have multiple processing units (CPUs) that can execute multiple threads in parallel. Increasing the number of threads allows the system to utilize more of these processing units, leading to a significant increase in throughput"
